Aggregation analysis,PioViewer 3.2.9, EV in chips
File, D:\Database\SimpleTree\SRP\b25\LJvBB\Th9d8c.cfr
Action Line,Root CHECK BET 11 RAISE 46
Flop,Global %,OOP Equity,OOP EV,OOP EQR,IP Equity,IP EV,IP EQR,RAISE 980 freq,CALL freq,FOLD freq
8c 5d 4c,7.78923,53.29,79.3268,145.932,46.71,21.1732,67.6593,0.00,63.95,36.05
8c 6c 2c,8.65881,51.82,79.6515,150.688,48.18,20.8485,64.588,0.00,55.96,44.04
8c 6c 2d,12.4425,52.25,78.236,146.802,47.75,22.264,69.5893,0.00,65.76,34.24
8c 6c 3c,8.67183,51.85,79.4821,150.292,48.15,21.0179,65.1485,0.00,56.04,43.96
8c 6c 3d,11.5532,52.13,78.401,147.449,47.87,22.099,68.9008,0.00,65.43,34.57
8c 6c 4c,6.18567,53.30,81.7957,150.446,46.70,18.7043,59.7827,0.00,57.12,42.88
8c 6c 4d,8.00351,53.39,79.5716,146.125,46.61,20.9284,67.0119,0.00,64.61,35.39
8c 6c 5c,5.46052,54.95,83.034,148.145,45.05,17.466,57.8661,0.00,57.04,42.96
8c 6c 5d,6.60226,54.42,80.0626,144.246,45.58,20.4374,66.9173,0.00,64.24,35.76
8c 6d 6c,10.8894,52.68,77.455,144.137,47.32,23.045,72.6928,0.00,63.44,36.56
8c 6d 2c,12.6324,52.32,78.1662,146.471,47.68,22.3338,69.9118,0.00,65.83,34.17
8c 6d 3c,12.0629,52.17,78.2764,147.112,47.83,22.2236,69.3417,0.00,65.60,34.40
8c 6d 4c,8.15466,53.37,79.498,146.044,46.63,21.002,67.219,0.00,64.69,35.31
8c 6d 5c,6.64372,54.50,80.0908,144.082,45.50,20.4092,66.9439,0.00,64.33,35.67
8c 7c 2c,8.88379,52.58,79.9683,149.111,47.42,20.5317,64.6211,0.00,56.72,43.28
8c 7c 2d,13.1945,52.37,77.7497,145.547,47.63,22.7503,71.2928,0.00,65.92,34.08
8c 7c 3c,7.43452,52.09,79.4059,149.458,47.91,21.0941,65.7109,0.00,57.02,42.98
8c 7c 3d,12.5207,52.29,77.876,146.006,47.71,22.624,70.7784,0.00,65.88,34.12
8c 7c 4c,6.51198,53.08,81.1357,149.865,46.92,19.3643,61.5952,0.00,57.94,42.06
8c 7c 4d,6.8011,52.77,78.671,146.173,47.23,21.829,68.976,0.00,65.04,34.96
8c 7c 5c,6.03593,55.18,82.8038,147.11,44.82,17.6962,58.9343,0.00,57.52,42.48
8c 7c 5d,7.49868,54.44,79.4034,142.994,45.56,21.0966,69.1129,0.00,64.84,35.16
8c 7c 6c,6.24168,55.39,80.4227,142.342,44.61,20.0773,67.176,0.00,57.55,42.45
8c 7c 6d,5.99386,54.80,78.0112,139.558,45.20,22.4888,74.2639,0.00,65.58,34.42
8c 7d 7c,13.1483,52.74,77.4697,144.009,47.26,23.0303,72.7333,0.00,63.82,36.18
8c 7d 2c,13.1239,52.58,77.7608,145.003,47.42,22.7392,71.5646,0.00,65.93,34.07
8c 7d 3c,12.7568,52.51,77.8454,145.34,47.49,22.6546,71.201,0.00,65.93,34.07
8c 7d 4c,6.77159,52.89,78.6146,145.723,47.11,21.8853,69.3374,0.00,64.98,35.02
8c 7d 5c,7.3501,54.69,79.424,142.368,45.31,21.076,69.4317,0.00,64.79,35.21
8c 7d 6c,5.9397,54.87,77.9501,139.284,45.13,22.5499,74.573,0.00,65.61,34.39
8d 8c 2c,11.0737,51.80,79.7542,150.945,48.20,20.7458,64.2415,0.00,63.88,36.12
8d 8c 3c,11.8799,51.80,79.6316,150.706,48.20,20.8684,64.6238,0.00,63.86,36.14
8d 8c 4c,10.2879,51.48,79.3371,151.08,48.52,21.1629,65.1044,0.00,63.99,36.01
8d 8c 5c,12.5771,51.90,78.7167,148.688,48.10,21.7833,67.5972,0.00,63.38,36.62
8d 8c 6c,12.1981,52.27,78.5824,147.382,47.73,21.9176,68.5421,0.00,63.36,36.64
8d 8c 7c,12.4438,52.61,78.2608,145.846,47.39,22.2392,70.0386,0.00,63.57,36.43
8h 8d 8c,13.0977,52.97,86.8897,160.82,47.03,13.6103,43.1932,0.00,67.28,32.72
8d 3c 2c,16.0701,52.39,78.4302,146.783,47.62,22.0698,69.1798,0.00,66.11,33.89
8d 4c 2c,12.1262,52.17,79.1017,148.659,47.83,21.3983,66.769,0.00,65.99,34.01
8d 4c 3c,12.2419,52.16,79.107,148.677,47.84,21.393,66.7487,0.00,65.77,34.23
8d 5c 2c,12.4945,52.07,78.5336,147.854,47.93,21.9664,68.4093,0.00,65.46,34.54
8d 5c 3c,12.2794,52.05,78.6672,148.173,47.95,21.8328,67.9593,0.00,65.24,34.76
8d 5c 4c,8.28193,53.25,79.3235,146.054,46.75,21.1765,67.6023,0.00,64.09,35.91
8d 6c 2c,12.917,52.37,78.3734,146.716,47.63,22.1266,69.3377,0.00,65.92,34.08
8d 6c 3c,11.7052,52.25,78.5434,147.368,47.75,21.9566,68.634,0.00,65.54,34.46
8d 6c 4c,8.14351,53.33,79.6082,146.359,46.67,20.8918,66.8078,0.00,64.71,35.29
8d 6c 5c,7.11693,54.35,80.1134,144.503,45.65,20.3866,66.6594,0.00,64.32,35.68
8d 7c 2c,13.2619,52.57,77.7678,145.034,47.43,22.7322,71.5324,0.00,65.91,34.09
8d 7c 3c,12.8312,52.49,77.918,145.527,47.51,22.582,70.9448,0.00,65.93,34.07
8d 7c 4c,6.68455,52.88,78.6606,145.843,47.12,21.8394,69.1731,0.00,65.02,34.98
8d 7c 5c,7.33181,54.64,79.4636,142.588,45.36,21.0364,69.2136,0.00,64.89,35.11
8d 7c 6c,6.16379,54.85,78.1064,139.601,45.15,22.3936,74.0315,0.00,65.58,34.42
8h 8d 2c,12.9023,49.34,79.8234,158.601,50.66,20.6766,60.9203,0.00,66.75,33.25
8h 8d 3c,13.4325,49.72,79.381,156.537,50.28,21.119,62.6859,0.00,66.48,33.52
8h 8d 4c,11.7474,49.24,79.1272,157.554,50.76,21.3728,62.8412,0.00,66.16,33.84
8h 8d 5c,14.7564,50.60,78.1998,151.505,49.40,22.3001,67.3808,0.00,65.23,34.77
8h 8d 6c,15.1839,51.37,78.0317,148.926,48.63,22.4683,68.9576,0.00,64.97,35.03
8h 8d 7c,13.6871,51.68,77.7374,147.481,48.32,22.7626,70.3053,0.00,65.02,34.98
8h 2d 2c,23.0045,52.66,77.4502,144.179,47.34,23.0498,72.6788,0.00,69.42,30.58
8h 3d 3c,23.6895,52.13,77.2235,145.243,47.87,23.2765,72.5676,0.00,68.39,31.61
8h 3d 2c,15.8816,50.65,77.5214,150.066,49.35,22.9786,69.4897,0.00,70.52,29.48
